timestamp,asset,timeframe,outcome,direction,ema20_ratio,ema50_ratio,ema200_ratio,vwap_ratio,rsi,macd_hist_norm,atr_pct,bb_width_pct,bb_position,volume_ratio,order_book_imbalance,is_trending_bullish,is_trending_bearish,is_range_bound,is_high_volatility,regime_confidence,conf_trend,conf_momentum,conf_volume,conf_structure,conf_sentiment,conf_total,risk_reward
2024-08-27T22:00:00+00:00,ETH/USDT,1h,LOSS,-1.0,0.056059,0.079614,0.08217,0.068713,12.246024,-0.004937,0.01477,0.098434,-0.102672,4.389369,0.0,0.0,1.0,0.0,0.0,0.482556,70.0,96.732311,88.5,65.0,50.0,75.046462,2.0
2024-12-21T13:00:00+00:00,ETH/USDT,1h,LOSS,-1.0,0.017392,0.027525,0.108057,-0.000291,40.940087,-0.00271,0.015112,0.041784,-0.030217,2.549541,0.0,0.0,1.0,0.0,0.0,1.0,99.215096,62.012495,88.5,65.0,50.0,75.406273,2.0
2025-05-08T15:00:00+00:00,ETH/USDT,1h,WIN,1.0,-0.062907,-0.088234,-0.105862,-0.078591,88.65852,0.006107,0.013324,0.149122,1.029504,3.841846,0.0,1.0,0.0,0.0,0.0,0.960824,70.0,97.826809,88.5,65.0,50.0,75.265362,2.0
2025-11-06T14:00:00+00:00,ETH/USDT,1h,LOSS,-1.0,0.017647,0.027087,0.112745,0.001196,39.580065,-0.002247,0.013391,0.038516,-0.080646,2.001708,0.0,0.0,1.0,0.0,0.0,1.0,96.76949,63.658121,88.5,65.0,50.0,75.123997,2.0
2026-01-31T16:00:00+00:00,ETH/USDT,1h,WIN,-1.0,0.062566,0.095358,0.155951,0.090983,12.365238,-0.006148,0.015368,0.096296,-0.173222,3.325853,0.0,0.0,1.0,0.0,0.0,1.0,70.0,96.588063,88.5,65.0,50.0,75.017613,2.0
2026-03-15T09:00:00+00:00,ETH/USDT,1h,WIN,1.0,-0.009315,-0.012401,-0.035871,0.001942,65.283639,0.001604,0.005311,0.026563,0.956614,1.8137,0.0,1.0,0.0,0.0,0.0,0.550873,94.755842,69.543203,85.705504,65.0,50.0,75.238702,2.0
